Peilmerknummer,X_RD,Y_RD,Punt_status,Punttype,Omschrijving
005H0287,172420,579180,ACTUEEL,PM,PILAAR HEKWERK R/V HEAREWEI 159 
006A0001,181840,587600,VERVALLEN,PM,BDR 'ZWAARDER TERP' HORNSTERWG 9 
006A0003,185140,587730,VERVALLEN,PM,HS NABIJ OVERZET TE BARTLEHIEM F 2 
006A0004,185260,587810,ACTUEEL,PM,HS BARTLEHIEM 25 
006A0005,189080,587780,VERVALLEN,PM,BDR VELDWG 1 
006A0009,183720,588250,HISTORISCH,PM,BDR ZUID-MIEDWG 19 
006A0010,185540,588170,VERVALLEN,PM,HS ZO-Z.WEG BIRDAARD-BARTLEHIEM 10 
006A0011,185840,588920,VERVALLEN,PM,HS TERGRACHT 25 
006A0012,185800,588750,ACTUEEL,PM,TRAFO NW-Z.WEG BIRDAARD-BARTLEHIEM 
006A0013,188680,588850,ACTUEEL,PM,HS BDR STEENDAMSTERWG 22 
006A0014,189620,588550,VERVALLEN,PM,WONING A/D WG OUDKERK-RINSUMAGEEST 32 
006A0015,180390,589220,ACTUEEL,PM,BDR 'EABINGASTATE' MIEDDK 1 
006A0016,180340,589560,ACTUEEL,PM,"PK HIJUM, R.V.INGANG "
006A0018,183270,589700,VERVALLEN,PM,SCH BDR NOORD-MIEDW 36 
006A0019,184100,589440,VERVALLEN,PM,HS BDR NOORDERMIEDWG 10 
006A0022,187050,589440,ACTUEEL,PM,HS BOURBOOMWG 40 
006A0024,187940,589770,ACTUEEL,PM,HK BIRDAARD 
006A0025,188200,589050,ACTUEEL,PM,HS STEENDAMSTERWG 12 
006A0026,180660,590060,ACTUEEL,PM,BDR HIJUMERWEG 4 
006A0027,180980,590650,ACTUEEL,PM,BDR 'LUNIASTATE' LEEUWARDERWG 18 
006A0028,182650,590660,VERVALLEN,PM,HS BDR NOORD-MIEDWEG 17 
006A0029,182790,590120,VERVALLEN,PM,HS BDR NOORD-MIEDWEG 23 
006A0030,185310,590930,HISTORISCH,PM,HS WANSWERD WIRDSTERTERP 4 
006A0031,186460,590450,ACTUEEL,PM,BDR GOSLINGA WEI 8 
006A0032,187760,590020,ACTUEEL,PM,HS JISLUMERDK 3 
006A0033,180380,591310,HISTORISCH,PM,HS DONIAWEG 32 
006A0034,181300,591230,ACTUEEL,PM,HS LANGE BUORREN 61 
006A0035,181530,591260,ACTUEEL,PM,TOREN PK HALLUM 
006A0036,181850,591030,ACTUEEL,PM,HS BDR IT PYPKE 35 
006A0037,181600,591690,ACTUEEL,PM,HS LEEUWARDERWG 7 
006A0040,187680,591930,ACTUEEL,PM,HK JISLUM 
006A0041,180610,592320,ACTUEEL,PM,BDR HOGE HERENWG 28  RD=069343-14 
006A0042,182330,592860,ACTUEEL,PM,HS MARRUMERWG 90 
006A0043,182630,592960,ACTUEEL,PM,PK MARRUM 
006A0044,183510,592140,HISTORISCH,PM,HS MIEDWG 14 
006A0045,186210,592520,HISTORISCH,PM,BDR PATROONSWG 1 
006A0048,180670,593610,VERVALLEN,PM,SCH BDR ZEEDK 8 
006A0049,181499,593150,VERVALLEN,PM,SCH BDR 'SYBADA STATE' HOGE HERENW M294 
006A0050,182540,593590,ACTUEEL,PM,"PK WESTER-NIJKERK, L.V.HOOFDINGANG "
006A0051,182820,593730,VERVALLEN,PM,HS HEARREWEI 22 
006A0052,186700,593300,HISTORISCH,PM,HS MIEDWG 2 
006A0053,187439,593000,VERVALLEN,PM,HS HOOFDWG 40 
006A0054,187200,593910,ACTUEEL,PM,HS UTSJUCH ZW-Z WG FERWERD/GENUM NR 16 
006A0056,183380,594290,VERVALLEN,PM,HS HOOFDW 61 
006A0057,184050,594810,ACTUEEL,PM,"PK FERWERD, STEUNBEER L.V.INGANG "
006A0058,184760,594470,HISTORISCH,PM,BDR HOGE BEINTUMERWG 18 
006A0060,185960,594210,HISTORISCH,PM,HS HOGE BEINTUMERWG 3 
006A0061,188390,594640,HISTORISCH,PM,HS BDR HESKAMPERWG 6 
006A0063,184840,595500,ACTUEEL,PM,BDR LEEUWARDERWG 6 
006A0064,185480,595780,ACTUEEL,PM,HS LEEUWARDERWG 4 
006A0065,187460,595680,ACTUEEL,PM,HS VAARDEBUREN:9 
006A0066,183490,596190,ACTUEEL,PM,"BDR W-Z.KOOILN 18,IJZ.PEN "
006A0067,184810,596840,ACTUEEL,PM,HS KAHOOLSTERLAAN 30 
006A0068,186040,596180,VERVALLEN,PM,HS BOTEBUREN:2 
006A0069,186510,596200,ACTUEEL,PM,"HK BLIJA, STEUNBEER R.V.DEUR "
006A0070,187180,596840,ACTUEEL,PM,HS WITTEWEG 6 
006A0073,187960,597700,ACTUEEL,PM,HS LEEUWARDERWG 29 
006A0074,189500,597770,VERVALLEN,PM,HS STATIONSSTRAAT 461 
006A0075,189840,597340,VERVALLEN,PM,BDR WEG HOLWERD-BRANTGUM 509 
006A0076,188920,598220,ACTUEEL,PM,HS LEEUWARDERWG 23 
006A0077,188934,598595,ACTUEEL,PM,HS VISWG 1
006A0078,188930,598430,VERVALLEN,PM,HK HOLWERD L.V.INGANG 
006A0079,188929,598430,ACTUEEL,PM,"HK HOLWERD, L.V.INGANG "
006A0080,189114,598162,ACTUEEL,PM,WK 'WALLING' DIJKSTRASTR 2-4
006A0082,188440,599250,VERVALLEN,PM,HS GRAANDK 9 
006A0083,188439,599250,VERVALLEN,PS,HS GRAANDK 9 
006A0090,186010,587850,HISTORISCH,PM,BDR 'T KLOOSTER' WIEREWG 3 
006A0091,186890,587520,HISTORISCH,PM,"BDR OUDKERKERVAART 4,N-Z.ALDEMIEDWEI "
006A0092,187720,588250,HISTORISCH,PM,"BDR E.RIETSTR 14,50M ZO V.WATERMOLEN "
006A0094,180210,588330,VERVALLEN,PM,TH O-Z.WEG HALLUM-STIENS 
006A0100,188700,598000,ACTUEEL,PM,BDR METWERDERWG 4 
006A0102,187400,598730,VERVALLEN,PM,SCH BEN. AAN NIEUWE ZEEDIJK BIJ VONDER 
006A0104,184870,587850,HISTORISCH,PM,BDR ZUIDERMIEDWG 3 
006A0105,182940,588450,HISTORISCH,PM,HS BDR ZUIDERMIEDWG 13 
006A0107,187380,589920,ACTUEEL,PM,HS WANSWERDERDK 80 
006A0109,183570,590780,HISTORISCH,PM,BDR PIEBEWG 6 
006A0111,185840,590600,ACTUEEL,PM,PROT.KERK WANSWERD L.V.HOOFDING. 
006A0113,186620,590200,VERVALLEN,PM,DAMWAND.80M ZO V.DRIESPRONG 
006A0114,180130,591680,HISTORISCH,PM,"BDR OLDERSMA STATE,HOGE HERENWEG 33 "
006A0116,185340,591620,ACTUEEL,PM,BDR KLOOSTERDK 1 
006A0117,186340,591900,HISTORISCH,PM,"BDR LIEDENBURG,HOGE BEINTUM 4 "
006A0121,182140,592560,ACTUEEL,PM,BDR LEEUWARDERWG 18 
006A0122,184820,592650,ACTUEEL,PM,SCH BDR KLOOSTERWG 12 (VOORM. KLOOSTER) 
006A0125,180160,593060,ACTUEEL,PM,BDR ZEEDK 14 
006A0127,184210,593920,ACTUEEL,PM,HS KLOOSTERWG 39 
006A0128,184120,593150,ACTUEEL,PM,BDR NIEUWE WEG 1 
006A0131,189130,593810,ACTUEEL,PM,BDR DE HOUWEN REITSUM NR 7 
006A0132,181370,594100,HISTORISCH,PM,BDR WESTER NIJKERK 55 
006A0133,182130,594310,HISTORISCH,PM,BDR SEPMALOANE 3 
006A0135,183310,594270,ACTUEEL,PM,HS LEEUWARDERWG 11 
006A0139,183080,595920,ACTUEEL,PM,"BDR ZEEDK 12, FERWERD "
006A0140,184010,595880,HISTORISCH,PM,BDR FEITSMA STATE BOUMALN 3 (IJZ.PEN) 
006A0141,186600,595880,ACTUEEL,PM,"STATIONS-GB,STATIONSWG 47,SPOORWEG-ZIJDE "
006A0142,187030,595200,VERVALLEN,PM,HS OOSTERBEINTUMERWG 2 
006A0143,188440,595110,HISTORISCH,PM,BDR BLIJAMIEDDK 5 
006A0146,184090,596540,VERVALLEN,PM,BDR GROOT SMINIA ZEEDK 25 
006A0147,185200,596410,VERVALLEN,PM,BDR 'GROOT KODHOOL' KAHOOLSTERLN 2 
006A0148,185940,596810,HISTORISCH,PM,HS UNEMELAAN 1 BLIJA 
006A0151,185740,597360,VERVALLEN,PM,HS A/D ZEEDIJK BLIJA 
006A0152,186500,597080,HISTORISCH,PM,BDR AEMEGALN 1 BLIJA ACHTERGEVEL 
006A0153,186430,597670,ACTUEEL,PM,"BDR ZEEDK 6,ACHTERGEVEL "
006A0154,187560,597370,VERVALLEN,PM,BDR LEEUWARDERWG 18 
006A0155,186310,598250,VERVALLEN,PM,"DR-SL,KOP W-IJZ.BOUT A/D N-Z. V/D SL "
006A0157,189600,588560,ACTUEEL,PM,TRAFO NW-Z WEG RINSUMAGEEST-OUDKERK 
006A0158,180770,587850,HISTORISCH,PM,SCH BDR POELDK 2 
006A0159,189381,599637,ACTUEEL,PM,TRAFO PEB
006A0160,189120,598324,ACTUEEL,PM,HS DE TERP 1
006A0161,189610,598510,VERVALLEN,PM,SCH HS TERNAARDERWG 7 
006A0162,189859,597376,ACTUEEL,PM,BDR TJESSENSWG 2
006A0163,183850,594690,VERVALLEN,PM,HS MARRUMERWG 10 
006A0164,184200,594850,ACTUEEL,PM,HS HOOFDSTR 31 
006A0165,184180,594580,VERVALLEN,PM,HS HOGE BEINTUMERWG 14 
006A0166,186770,594080,HISTORISCH,PM,SCH BDR HOGE BEINTUMERWG 14 
006A0167,187400,593950,VERVALLEN,PM,HS HESKAMPERWG 5 
006A0168,188210,593940,VERVALLEN,PM,DAM-FRMR BIJ KRUISPUNT HESKAMPERWG 
006A0169,185960,588850,ACTUEEL,PM,HS TERGRACHT 3 
006A0170,184880,589200,ACTUEEL,PM,HS BDR NOORDERMIEDWG 18 
006A0171,186560,589100,ACTUEEL,PM,HS BDR GROOT BORNEMEER 2 
006A0172,189360,588640,ACTUEEL,PM,HS BDR STEENENDAMSTERWG 1 
006A0173,189920,588700,ACTUEEL,PM,"HS BDR VELDWG 13,RINSUMAGEEST "
006A0174,187570,589670,ACTUEEL,PM,"HS HOOFDWG 33,BIRDAARD "
006A0175,187560,590600,ACTUEEL,PM,HS BDR JITSEMERWG 40 
006A0176,187340,591360,ACTUEEL,PM,HS BDR JITSEMERWG 27 
006A0177,180610,592310,VERVALLEN,PM,HS BDR HOGE HERENWG 28 
006A0178,181300,592370,ACTUEEL,PM,"BDR VOERDEWG 1,HALLUM "
006A0179,182000,592370,ACTUEEL,PM,"HS BDR LEEUWARDERWG 4,HALLUM "
006A0180,188080,590100,ACTUEEL,PM,BR IN RONDWG TE BIRDAARD 
006A0181,185060,590540,HISTORISCH,PM,Z-LHFD BR HEERENWEGSTERVRT 
006A0182,184150,591010,HISTORISCH,PM,SCH BDR KELNERSWG 2 
006A0183,183530,591410,HISTORISCH,PM,"DR I/D HEERENWEGSTERVRT BIJ KRUISING,HERJUWSMAWG-JOUWSMABUORREN "
006A0184,182650,590650,HISTORISCH,PM,HS BDR PIEBEWG 12 
006A0185,181450,590220,HISTORISCH,PM,"HS ZUIDER MIEDWG 1,BEW. J.V/D VEEN "
006A0186,182240,589680,HISTORISCH,PM,"BDR ZUIDER MIEDWG 3,BEW.B.HYLKEMA "
006A0187,182440,588660,HISTORISCH,PM,"BDR ZUIDER MIEDWG 11,BEW. W.JANSMA "
006A0188,182250,595210,ACTUEEL,PM,SCH HS ZEEDK 8 
006A0189,181570,594660,ACTUEEL,PM,SCH HS ZEEDK 2 
006A0190,185800,597210,HISTORISCH,PM,"CONROLEKAMER GASLOCATIE, BLIJA "
006A0191,180120,588110,ACTUEEL,PM,BR IN WG FINKUM/HYUM 
006A0192,184920,592120,ACTUEEL,PM,"ZW-LHFD BR I/D OUDE WG VAN FERWERD NAAR,HANSWERD "
006A0193,183260,589700,ACTUEEL,PM,BDR NOORDERMIEDWG 4 
006A0194,182510,590230,ACTUEEL,PM,HS NOORDERMIEDWG 5 
006A0195,185539,588170,ACTUEEL,PM,HS BARTLEHIEM 10 
006A0196,187980,593920,VERVALLEN,PM,SCH HS DE HOUWEN 8 
006A0197,189539,593680,VERVALLEN,PM,BDR W-Z WG DE HOUWEN/LICHTAARD 9 
006A0198,183620,595380,ACTUEEL,PM,HS BDR A/D NO-Z V/D REINDERSLN 
006A0199,188050,590200,ACTUEEL,PM,BEDIENINGS-GB RWZI BIRDAARD 
006A0200,188329,599292,ACTUEEL,PM,PL NW-Z ZEEWERING (2E PAAL VAN HOEK)
006A0201,186350,598320,ACTUEEL,PM,"WILDROOSTER IN DE HOEK VAN KADK EN DE,ZEEWIERING "
006A0202,187379,598700,VERVALLEN,PM,BET BAK GML A/D ZEEWIERING 
006A0203,187440,593000,ACTUEEL,PM,TRAFO A/D HIKKAARDERDK 1 
006A0205,188329,599290,ACTUEEL,SA,SCHROEFANKER ONDER TEGEL 1.20M TEN Z.V. 2E PL HOEK AFRASTERING NW-Z ZEEWERING
006A0206,181500,593150,HISTORISCH,PM,"SCH BDR """"SYBADA STATE"""" HOGE HERENWG 8 "
006A0207,188473,599234,ACTUEEL,PM,SCH GRANDK 9 RD=069342-14
006A0208,188580,598940,ACTUEEL,PM,HS GRANDK 3A 
006A0209,180480,592180,ACTUEEL,PM,HS HOGE HERENWG 32 
006A0210,189060,590530,ACTUEEL,PM,GML DOKKUMERSTRWG 15 
006A0211,184810,592640,ACTUEEL,PM,LDS BDR KLOOSTERWG 5 (VM KLOOSTER) 
006A0212,187970,593930,ACTUEEL,PM,HS DE HOUWEN 3 
006A0213,187110,594820,ACTUEEL,PM,HS OOSTER BEINTUMERWG 5 
006A0214,188526,599757,ACTUEEL,PM,BET PL HEK O V/D DK NAAR VEERDIENST
006A0215,184100,596530,ACTUEEL,PM,"BDR """"GROOT SMINIA"""" ZEEDK 25 "
006A0216,187570,597360,ACTUEEL,PM,BDR LEEUWARDERWG 18 
006A0217,182500,590220,ACTUEEL,PM,SCH NOORDERMIEDWG 5 
006A0218,188411,599164,ACTUEEL,EG,RD STEEN RD= 069342-16
006A0219,180230,592250,ACTUEEL,EG,"DR ONDER DE NOORDERLEEGSTEROPRIT,,RD= 069343-15 "
006A0220,189150,587870,VERVALLEN,PM,DAM ZO.V. VELDWG 2E DAM NO.V. HS:1 
006A0221,187420,589500,ACTUEEL,PM,TRAFO CONCORDIASTR 2A 
006A0222,189540,593680,ACTUEEL,PM,BDR W-Z WG DE HOUWEN/LICHTAARD 9 
006A0223,183640,594430,ACTUEEL,PM,ZORGCENTRUM FOSWERTERSTR 71 
006A0224,180960,594030,VERVALLEN,PM,TRAP O/D ZEEDK T/O OZINGALOANE 
006A0225,185190,596400,ACTUEEL,PM,DAM BIJ KAHOOLSTERLN 2 
006A0226,185640,597320,VERVALLEN,PM,TRAP O/D ZEEDK T/O UNEMALOANE 
006A0227,186450,597600,ACTUEEL,PM,TRAFO BLIJA T/O ZEEDK 6 
006A0228,180669,593610,ACTUEEL,PM,KNT. MINICAMPING ZEEDIJK 8 
006A0229,185639,597320,ACTUEEL,PM,TRAP O/D ZEEDIJK T/O OZINGALOANE 
006A0230,187380,598700,ACTUEEL,PM,DRINKBAK A/D ZEEWERING 
006A0231,189150,587700,ACTUEEL,PM,HS FJIDWEI 1 
006A0232,188840,599490,VERVALLEN,PM,SCH CQ HUIS ZZ KUSTWEG 
006A0233,189580,597755,ACTUEEL,PM,RIOOLPOMPPUT 30 M Z V STATIONSWEG 49
006A0235,189148,598292,ACTUEEL,PM,HS KIJEDYKJE 9
006A0236,188100,589280,ACTUEEL,PM,STEENDAMSTERWG 7 GB BEGRAAFPLAATS 
006A0237,184140,589430,ACTUEEL,PM,SHR BDR N MIEDWEG 10 
006A0238,189110,590410,ACTUEEL,PM,DR IN DOKKUMERSTRWG ZO FRMR 
006A0239,189830,590840,ACTUEEL,PM,DR IN NW ZIJDE VAN KLAARKAMPSTERWG 
006A0241,189130,593800,ACTUEEL,PM,HS DE HOUWEN 21 
006B0001,196040,587840,VERVALLEN,PM,HS BROEK: G311 
006B0002,195900,588570,ACTUEEL,PM,HS HOOFDWG 164 
006B0003,190470,589160,ACTUEEL,PM,HS BDR NW-Z.WEG RINSUMAGEEST.OUDKERK:6 
006B0004,191140,589620,VERVALLEN,PM,"HS:4,A/D WEG OUDKERK-RINSUMAGEEST "
006B0005,193280,589790,VERVALLEN,PM,"BDR DE CAPELLE ZW-Z.WEG AKKERWOUDE-RIN-,SUMAGEEST: 22 "
006B0006,193930,589530,VERVALLEN,PM,HS HEREWG 35 
006B0007,194700,589570,ACTUEEL,PM,HS VOORWG 136 
006B0008,195430,589440,ACTUEEL,PM,HS VOORWG 23 
006B0009,195680,589900,ACTUEEL,PM,HS HOOFDWG 11 
006B0010,195710,589510,ACTUEEL,PM,"CF DE KRUISWG,NW-HOEK V.VIERSPRONG 42 "
006B0011,195790,589180,ACTUEEL,PM,HS HOOFDWG 90 
006B0012,196100,589510,ACTUEEL,PM,HS DONIAWG 26 
006B0013,196680,589510,ACTUEEL,PM,TOREN PK DANTUMAWOUDE 76 
006B0014,197470,589680,ACTUEEL,PM,HS VOORWEG 87 
006B0015,198180,589660,ACTUEEL,PM,"TOREN GK WOUTERSWOUDE, L.V.INGANG "
006B0016,192050,590090,ACTUEEL,PM,TOREN HK RINSUMAGEEST 
006B0019,192480,590230,ACTUEEL,PM,"GK RINSUMAGEEST, L.V.INGANG "
006B0020,195540,590590,ACTUEEL,PM,"BDR:4,W-Z.WEG MURMURWOUDE-DOKKUM "
006B0021,198925,590318,ACTUEEL,PM,TOREN HK DRIESUM
006B0024,195390,591630,VERVALLEN,PM,"HS:G2,A/D WEG MURMERWOUDE-DOKKUM "
006B0025,191530,592280,VERVALLEN,PM,N-LANDHFD BR O/D DOKKUMER EE 
006B0026,192150,592860,ACTUEEL,PM,HS BDR BANNERHUIS 2 
006B0027,195330,592040,VERVALLEN,PM,"HS:58,W-Z.WEG DOKKUM-MURMERWOUDE "
006B0028,190069,593450,ACTUEEL,PM,HK LICHTAARD 
006B0029,190879,593420,VERVALLEN,PM,SCH BDR WEG GENUM-RAARD 22 
006B0030,191500,593560,ACTUEEL,PM,HS BDR WEG RAARD-LICHTAARD 14 
006B0031,192120,593360,ACTUEEL,PM,"HK RAARD,VOORUITSPR.GED., L.V.INGANG "
006B0032,192490,593610,ACTUEEL,PM,GK RAARD 3 
006B0034,194700,593640,VERVALLEN,PM,"HS NO-Z WEG BETTERWIRD-DOKKUM,(BEW:KUIPERS) "
006B0035,195410,593540,VERVALLEN,PM,HS ALTENASTREEK 1 
006B0036,195699,593360,ACTUEEL,PM,OUDE SL B/H STADHS 
006B0037,195710,593340,VERVALLEN,PS,OUDE SL B/H STADHS 
006B0038,195680,593460,VERVALLEN,PM,"RKK ST.BONIFACIUS, L.V.INGANG "
006B0039,195880,593400,VERVALLEN,PM,HS LANGE OOSTERSTRAAT B42 
006B0040,196980,593530,VERVALLEN,PM,BDR TEN N WEG OOSTRUM-DOKKUM:K80 
006B0041,197770,593419,ACTUEEL,PM,BOWLING CENTRUM N-Z DOKKUMERDIEP
006B0042,198585,593520,ACTUEEL,PM,HS BDR TICHELWG 21
006B0043,199404,593547,ACTUEEL,PM,HS TICHELWG 6
006B0045,192820,594690,VERVALLEN,PM,HS FOUDGUMERWG 5 
006B0046,193223,594196,ACTUEEL,PM,HS RAARDERWG 3
006B0047,193580,594130,VERVALLEN,PM,HS N-Z.WEG HOLWERD-DOKKUM: BETTERWIRD 1 
006B0048,194570,594640,HISTORISCH,PM,"BDR BETTERWIRD:2,L.V.GROTE SCHUURDEUR "
006B0049,195560,594600,ACTUEEL,PM,"BDR AALZUM, HANTUMERWG 55 "
006B0052,196395,594272,ACTUEEL,PM,HS AALZUM 1
006B0054,199115,594829,ACTUEEL,PM,BDR MELLEMAWG 7
006B0055,199926,594136,ACTUEEL,PM,TOREN HK OOSTRUM
006B0056,199930,594140,VERVALLEN,PM,TOREN HK TE OOSTRUM 
006B0059,191890,595400,VERVALLEN,PM,WAGENHUIS BIJ BDR FOUDGUM:28 
006B0060,191915,595571,ACTUEEL,PM,PK FOUDGUM
006B0061,192388,595170,ACTUEEL,PM,HS BDR F.HAVERSCHMIDTWG 6
006B0063,194430,595850,HISTORISCH,PM,HS BDR DE WILGEN 7 
006B0064,195550,595620,VERVALLEN,PM,SCH BDR HANTUMERWG 34 
006B0065,196771,595136,ACTUEEL,PM,HS BDR AALZUM 19
006B0066,197410,595653,ACTUEEL,PM,HS BDR WEG AALZUM-WETZENS A1
006B0067,198079,595973,ACTUEEL,PM,HS BDR WETZENS:AERLAWEI 8
006B0068,198106,595791,ACTUEEL,PM,"HK WETZENS, IN STEUNBEER"
006B0069,199846,595543,ACTUEEL,PM,"GML PLD JOUSWIER, BOVEN ROOSTER"
006B0071,191120,596310,VERVALLEN,PM,HK TE BRANTGUM 
006B0072,191122,596307,ACTUEEL,PM,HK BRANTGUM
006B0074,194861,596597,ACTUEEL,PM,"HS ROODETERP, DOKKUMMERWG 4"
006B0079,199100,596810,HISTORISCH,PM,"HS BDR NIAWIER, ROPTAWEI 29 "
006B0080,190700,597140,HISTORISCH,PM,"SCH BDR WAAXENS 3, L.V. GROTE SCH-DEUR "
006B0081,191290,597960,HISTORISCH,PM,"BDR HOLWERD 9, L.V. GROTE SCH-DEUR "
006B0082,192513,597240,ACTUEEL,PM,HS BRANTGUM:15
006B0083,193380,597790,HISTORISCH,PM,HS HANTUM:FETSEWEI 2 
006B0084,194420,597520,VERVALLEN,PM,CF HANTUMERHOEK 4 
006B0085,195860,597260,VERVALLEN,PM,HS BDR FENNEWG 4 
006B0086,198743,597465,ACTUEEL,PM,BDR GRYTMANSWEI 1
006B0087,198908,597696,ACTUEEL,PM,TRAFO O-Z WG DOKKUM-NIJKERK
006B0088,199119,597693,ACTUEEL,PM,HK NIAWIER
006B0089,199950,597110,HISTORISCH,PM,HS ROPTAWEI 54 
006B0091,193608,598693,ACTUEEL,PM,HS BDR HANTUMERWG 19
006B0092,195689,598628,ACTUEEL,PM,TOREN HK HANTUMHUIZEN
006B0094,198260,598740,HISTORISCH,PM,HS BARTENSWG 4 
006B0095,199097,598335,ACTUEEL,PM,HS BDR SIERCKSMAWEI 4
006B0097,190776,599023,ACTUEEL,PM,"BDR DRIEBOERHUIZEN 15, L.V.GR.SCH DEUR"
006B0098,191520,599520,VERVALLEN,PM,HS Z-Z WG HOLWERD-TERNAARD 21 
006B0099,192290,599920,VERVALLEN,PM,SCH BDR VISCHBUURT: 34 
006B0100,192340,599940,VERVALLEN,PM,HS VISCHBUURT 62 
006B0102,193447,599671,ACTUEEL,PM,GEM-HS TERNAARD
006B0103,194750,599480,HISTORISCH,PM,"BDR TERNAARD: 168, L.V.SCHUURDEUREN "
006B0104,195130,599995,ACTUEEL,PM,HS BDR NESSERWG 22
006B0108,197900,599530,VERVALLEN,PM,HS BOLLINGAWIER:18 
006B0110,199430,599300,VERVALLEN,PM,TH DE BUORREN 13 
006B0111,199452,599242,ACTUEEL,PM,HS LANGGROUSTERWEI 1
006B0112,199480,599910,VERVALLEN,PM,BDR ALD LUN 32 
006B0114,195503,595205,ACTUEEL,PM,HS BDR HANTUMERWG 65
006B0119,194520,587570,HISTORISCH,PM,HS BDR:2 TE AKKERWOUDE 
006B0121,196760,587950,HISTORISCH,PM,HS BDR WALDSICHT: 2 DANTUMAWOUDE 
006B0122,197160,587510,HISTORISCH,PM,HS BDR ACHTERWG 5 
006B0126,193120,588740,VERVALLEN,PM,HS ZO-Z. FENNEWG 2 
006B0130,195300,588480,HISTORISCH,PM,"HS ,IN VRIJSTAD 26 "
006B0138,193110,589960,ACTUEEL,PM,"HS SINNEWENTE:11,N-Z.V/D WEG "
006B0140,194560,589660,HISTORISCH,PM,KNT ZUIVELFB ACHTERWG 
006B0142,195130,589960,HISTORISCH,PM,BDR N-Z.ACHTERWG 18 
006B0144,196910,589560,ACTUEEL,PM,"HS BDR,TE DANTUMAWOUDE 102 "
006B0145,197730,589670,ACTUEEL,PM,HS VOORWG 38 
006B0147,198460,589780,ACTUEEL,PM,HS VOORWG 3 TE WOUTERSWOUDE 
006B0150,196160,593250,VERVALLEN,PM,HS N-Z. TREKVAART 2 
006B0151,193160,590460,HISTORISCH,PM,BDR TE RISUMAGEEST 21 
006B0152,194540,590290,VERVALLEN,PM,STOOKHOK BIJ BDR W-Z.INDIJKSLN 1 
006B0156,197230,590990,HISTORISCH,PM,"STAL BDR DANTUMAWOUDE 1,BEW.V/D VEEN "
006B0157,197690,590720,HISTORISCH,PM,TOREN PK WOUTERSWOUDE 
006B0158,197700,590100,HISTORISCH,PM,HS BDR WOUTERSLN 32 
006B0160,198840,590340,ACTUEEL,PM,HS H.G. V/D VEENSTR 2 
006B0161,199390,590480,ACTUEEL,PM,HS V.SYTZAMAWG 37 
006B0162,199920,590730,VERVALLEN,PM,HS BDR Z-Z.WEG DRIESUM-WESTERGEEST 2 
006B0163,190720,591390,ACTUEEL,PM,HS NW-Z KLAARKAMPOTERWG 14 
006B0168,195000,591140,VERVALLEN,GT,
006B0175,199310,591910,HISTORISCH,PM,BDR WEG DOKKUM-GRONINGEN 11 
006B0182,196740,593300,HISTORISCH,PM,"BDR LAGEWEG H5,R.V.SCHUURDEUR "
006B0190,199760,592330,VERVALLEN,PM,BDR DRIESUMERTERP K13 
006B0191,194990,593290,ACTUEEL,PM,HS RONDWEG 94 
006B0193,196480,597180,VERVALLEN,PM,HS BDR NIAWIER-HANTUMHUIZEN FENNEWEI 5 
006B0195,193450,599120,VERVALLEN,PM,BDR NO-Z WEG NES-TERNAARD 7 (BEW:ROORDA) 
006B0196,194460,599550,HISTORISCH,PM,SCH BDR N-Z.WEG NES-TERNAARD BEW:TALSMA 
006B0197,190488,596831,ACTUEEL,PM,TOREN PK WAAXENS
006B0204,191310,589700,VERVALLEN,PM,HS ZO-Z VELDWEG 5 
006B0205,190070,593450,ACTUEEL,PM,NED. HK TE LICHTAARD 
006B0206,196039,587840,ACTUEEL,PM,HS BROEK 9 
006B0207,195780,592740,ACTUEEL,PM,HS Z-Z WOUDWEG 97 
006B0208,196696,593506,ACTUEEL,PM,ARBEIDSBUREAU DONGERADK 2
006B0209,193692,599809,ACTUEEL,PM,"HS KERKSTR 4, BIJ PK"
006B0210,193313,599541,ACTUEEL,PM,HS NIEUWE BUREN 22
006B0211,193776,597578,ACTUEEL,PM,"HS STATIONSWG 4, HANTUM"
006B0212,194225,597611,ACTUEEL,PM,LDS BIJ HS STATIONSWG 5 HANTUM
006B0213,194612,597595,ACTUEEL,PM,HS FENNEWG 5 HANTUMHUIZEN
006B0214,195320,597610,ACTUEEL,PM,HS FENNEWG 10 HANTUMHUIZEN 
006B0215,197234,596929,ACTUEEL,PM,"BR I/D FENNEWG,ZO-LHFD"
006B0216,198176,596763,ACTUEEL,PM,HS GRYTMANSWG 5 NIAWIER
006B0217,199843,597600,ACTUEEL,PM,"HS STATIONSWEI 31, METSLAWIER"
006B0218,199050,597540,VERVALLEN,PM,"SCH HS BREDEWEI 2,NIAWIER "
006B0219,199330,595990,HISTORISCH,PM,BDR MIEDWET 1 NIAWIER 
006B0220,199260,594310,VERVALLEN,PM,"SCH BDR DOUMA STATE,MELLEMAWEI 6 "
006B0221,199900,593980,VERVALLEN,PM,HS BDR HEECHSWEI 8 OOSTRUM 
006B0222,199290,593410,ACTUEEL,PM,SCH STEENFB TICHELWEI 20 OOSTRUM 
006B0223,198930,592180,VERVALLEN,PM,"DINZER-BR IN WOUDDK,NW-Z "
006B0224,198840,591380,ACTUEEL,PM,HS KOLKENSLN 5 DRIESUM 
006B0225,194469,597364,ACTUEEL,PM,"HS DOKKUMERWG 8, HANTUM"
